bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
2.0,2,0,2016-05-20 01:11:08,"No Fee! 1222sf 2BR and 2 full bathroom apartment on 79th Street, Steps to Natural History Museum and Short walk to 1 & B/C train. Kitchen with dishwasher. Washer and Dryer in the unit. Full time doorman and Elevator building. Pets are welcome. Please call (8am-midnight) text, email Mari to view this apartment and any other apartment on the Citi Habitats website. I will work with you until you find your perfect new HOME. ",West 79th Street,"['Doorman', 'Pre-War', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",40.7829,7040142,-73.97710000000001,796be9722570f448197f38368046e82e,"['https://photos.renthop.com/2/7040142_448202a4955ca236de6ee9489623b75d.jpg', 'https://photos.renthop.com/2/7040142_e2e970b1bb1ecae9463650efb23dba4e.jpg', 'https://photos.renthop.com/2/7040142_3e6bdf0b66fe1493db0eb4d58517c4cf.jpg', 'https://photos.renthop.com/2/7040142_413ff7ba799b04b759466b4b9a69e283.jpg', 'https://photos.renthop.com/2/7040142_40d5597024539b83b410ea45380deee2.jpg', 'https://photos.renthop.com/2/7040142_a6ff369956de14a9774d1f9d588ec5d6.jpg', 'https://photos.renthop.com/2/7040142_d4614ce22966930d8ce4246b0f7642f8.jpg', 'https://photos.renthop.com/2/7040142_ba6331e3552a1ce140eccd0f9412e427.jpg', 'https://photos.renthop.com/2/7040142_99305145295139fa4326bd9c3ee55e7e.jpg', 'https://photos.renthop.com/2/7040142_4044ae3a53b76cd87433b7df8e5eb77b.jpg']",6500,147 West 79th Street,low
1.0,3,739f7d4f88d6ba0307c17408aefac580,2016-06-14 16:35:41,"BEAUTIFUL fully renovated three bedroom apartment-- features great layout with WASHER/DRYER, and  UPDATED bathroom and kitchen with STAINLESS STEAL appliances and DISHWASHER, hardwood floors, high ceilings.. Located on a great block close to the subway!! ** Call JAMAL to view this apartment: 1-983-877-1571 **** I have thousands of apartments available all over the city, I can help you find a great place with no hassle!!!",W 109th St ,['Laundry In Unit'],40.8007,7160654,-73.9609,2ec6c71d78dd9df9046ce6899ec42de8,"['https://photos.renthop.com/2/7160654_4a80a875c8e9a39128b4d977ebcf31a5.jpg', 'https://photos.renthop.com/2/7160654_af8edb93d0fc074f2b322860cb7b12f1.jpg', 'https://photos.renthop.com/2/7160654_5fb72324c80f2a6570be9bb87d929b46.jpg', 'https://photos.renthop.com/2/7160654_1080ef128972c5d5958362b0be5422c7.jpg', 'https://photos.renthop.com/2/7160654_4923267ffc0657f3b805b2ec7b5689b4.jpg', 'https://photos.renthop.com/2/7160654_200d194be06f36b80101a37a26987c28.jpg', 'https://photos.renthop.com/2/7160654_05d7bb9fd8b9ce5d45727b921675bd79.jpg']",2850,66 W 109th St #1B,medium
1.0,2,469e63b693a66d9d148445e645044a81,2016-04-14 02:22:00,"1 Bedroom w/ HO / 1 Bathroom Hardwood Floors, Elevator, W/D In Unit, Laundry in Unit, Pets Allowed<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Tugba Aksu for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",Atlantic Avenue,"['Elevator', 'Pre-War', 'Laundry in Unit', 'Dogs Allowed', 'Cats Allowed']",40.6899,6870190,-73.9941,4eae5edb6514c934e49156203b2679de,['https://photos.renthop.com/2/6870190_16a5ee1f1e92ca61ae1dfe772277c2b7.jpg'],4460,164 Atlantic Avenue,low
2.0,2,44a8f1d64575f713917c14507784979c,2016-04-14 02:39:02,"One of my favorite rental building on the upper east side. This gorgeous pre war building has a intimate feel with only 3-4 units per floor. This MASSIVE unit features many original pre war details with modern updates. Two KING size bedrooms both with on suite renovated baths, one large queen size.   Sunken living room has a wood burning fire place. Entry foyer. Excellent light throughout. Modern windowed kitchen with dining alcove. Great cabinet and counter space. LOTS of windows and closets. 12' high ceilings. Please Call - Email - Text Danielle LaCroix 542-996-7733 or Bobby Florian  for an exclusive appointment. Centrally located it the 80's on the upper east.   We specialize in this inventory and can certainly assist with you search.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 86 Street,"['Doorman', 'Elevator', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Cats Allowed']",40.7762,6870584,-73.9485,1cf642a07b4d7587d89519f8e4068c10,"['https://photos.renthop.com/2/6870584_f977cfbb889c4f94dfd517a27eda45bb.jpg', 'https://photos.renthop.com/2/6870584_e9631c1ce0187333c718d27ef990cccb.jpg', 'https://photos.renthop.com/2/6870584_08314698f43740aaae4e456bf6fe1907.jpg', 'https://photos.renthop.com/2/6870584_7f57f2cf068694e3edbe98d73ec3be69.jpg', 'https://photos.renthop.com/2/6870584_5cad0a73b7ea85d66472313b562f3d1e.jpg', 'https://photos.renthop.com/2/6870584_1cfe8831ee6ffe54c734d96379b27eb0.jpg', 'https://photos.renthop.com/2/6870584_a713b21f20a556242732ae426b722048.jpg', 'https://photos.renthop.com/2/6870584_dfed1ca8b0aad42ba34229e5b81db324.jpg', 'https://photos.renthop.com/2/6870584_a97fedf8216924e76583b4ee850788b2.jpg']",6195,430 E 86 Street,low
1.0,1,0,2016-04-07 03:37:26,"This unique 1 bedroom apartment features amazing woodwork thru out, separate kitchen, sleep loft and gorgeous outdoor space!!! You have to see it to believe it!!!This apartment is located on a tree lined block in an immaculately maintained building conveniently close to the 1/2/3/B/C trains.The Upper West Side is home to Riverside Park, Central Park, GreenFlea Market, Lincoln Center, the Planetarium, American Museum of Natural History, Al Dente, Luke's Lobster, Grey's Papaya, Shake Shack, Ocean Grill, Jacob's Pickles, Isabella's which only names a few of the historic locations, shops and restaurants you will be able to experience while living in this vibrant historic community.Not your dream home? Call, text, or email me today I grew up on the Upper West Side!!! Let me help you find the home you've been dreaming about!!!*Rent listed is quoted with a $150.00/month rent credit for Direct Payment.<br /><br /><br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",West 73rd Street,"['Loft', 'Multi-Level', 'Laundry in Building', 'Hardwood Floors']",40.7791,6838652,-73.9803,fd6fed0b663b537af5e8d11721ba0dd9,"['https://photos.renthop.com/2/6838652_441c5e2942cea41a903a972f84bdda2e.jpg', 'https://photos.renthop.com/2/6838652_324747531096aa1168b55e938a30a5d9.jpg', 'https://photos.renthop.com/2/6838652_24910a2ff695ecc189fc817a4a275fb8.jpg', 'https://photos.renthop.com/2/6838652_ecc85e31d7fe3104863b3fea8fd0569d.jpg', 'https://photos.renthop.com/2/6838652_f147325a24c899d2791d4baaa34f2b06.jpg', 'https://photos.renthop.com/2/6838652_9698bd2d16ee8882d250c7b02638f278.jpg', 'https://photos.renthop.com/2/6838652_d459be00aabb0c9ee94218cb7fda41fb.jpg', 'https://photos.renthop.com/2/6838652_408bbe2399182a8eaeda9ed49bfad3ee.jpg', 'https://photos.renthop.com/2/6838652_7a00f73cd45f0f9f6f7b1ee635979a6b.jpg']",3250,163 West 73rd Street,medium
1.0,0,a77d55b24534c38256fcccbb6cbea3ec,2016-05-07 04:58:15,"ONE MONTH BROKER FEERenovated Large Studio with tons of light and huge living space!-Separated kitchen -Built in book shelves-Hardwood floorsPlease call/text/email Alex to schedule a viewing and to see more available apartments in Manhattan:kagglemanager@renthop.com(200-263-3904.",East 25th Street,[],40.7389,6980069,-73.9788,973160cfdb58538169ea1c24f87561e3,"['https://photos.renthop.com/2/6980069_40ed312cca1c9fe263db9eb9f4c035d9.jpg', 'https://photos.renthop.com/2/6980069_5f01941f47f5e8988189ec05fb28cf15.jpg', 'https://photos.renthop.com/2/6980069_7a6d3efc44281f652ab4956ab66c0734.jpg', 'https://photos.renthop.com/2/6980069_304226a738a86d1e7386eb2c79e78512.jpg', 'https://photos.renthop.com/2/6980069_e6f3dcd96fd3aa00585dcad945899177.jpg']",1895,319 East 25th Street,medium
1.0,1,f51f18bb78d6a273b4fc4ae463f43489,2016-04-23 03:53:20,"        Fantastic, newly renovated, second floor, 1 bedroom apartment. With gorgeous hardwood floors, new bathroom tiles, and kitchen sky light, this unit will surly be gone quick! Perfect for any young couple or single person looking lay their hat and find a nice quiet block to call home. Only 1/2 a block from Brooklyn renown 86th Street, gifting the renter the ease of transportation via the B1 & B64. Not to mention only a few blocks from the D train and express Manhattan buss.<br /><br />Call agent NOW to schedule an appointment to see this awesome apartment!<br />*Photos coming soon!*<br />Daniel DeClet<br />Cell 502-339-1235<br />kagglemanager@renthop.com<br />Coldwell Banker Reliable ",53 Bay 13th Street,[],40.6084,6916051,-74.0074,6dc72bdf5f058ea73472f162e42fec6e,[],1400,53 Bay 13th Street,low
1.0,1,3279b60c8bd480817920022d0362b9e3,2016-05-10 15:43:27,"June 1st move-in. HUGE RENOVATED 1BR on a quiet block. Large living room, hardwood floors. Very high ceilings, huge storage loft in the living room and additional storage loft in the bedroom, exposed brick, decorative fireplace. Marble bathroom. Renovated kitchen with stainless steel appliances, dishwasher, and marble counter tops",142 W 75th St,[],40.78,6991986,-73.9792,ee89e559c627af61e8730ea4ad7011d6,"['https://photos.renthop.com/2/6991986_1943883fb4e39432a5e3075d613a89ed.jpg', 'https://photos.renthop.com/2/6991986_51d89c85859142071b0e31612a58b5d0.jpg', 'https://photos.renthop.com/2/6991986_9adc849c7ed366fbd23532b767435913.jpg', 'https://photos.renthop.com/2/6991986_7ca2bb10fbd005f13cf32f08a1409a12.jpg', 'https://photos.renthop.com/2/6991986_8c31d3643d236b51325bda861a4d2e6a.jpg']",3950,142 W 75th St,low
1.0,4,40c7c2385b7d8d6c4e3a416274f4b6ff,2016-04-05 03:02:31,"This once sparsely populated neighborhood has since seen an influx of residential construction and conversions of industrial and commercial buildings to accommodate the swelling residential population. The apartments tend to be larger, making them well suited for . With a hip restaurant and nightlife scene, the Flatiron District?s reputation as a hot spot for foodies and hipsters makes it a lively neighborhood without the tourist presence of midtown, which is located just a few blocks away.The building comes with video security to ensure the safety of all residents, as well as laundry service, a laundry room, and a roof deck, where residents can enjoy their free time with friends and .<br /><br />The Beamed Ceilings, Brand New Kitchen and Southern Exposure add nothing but Sunlight and Charm to this exceptional unit.  This spacious 4 BR apt  features 14 ft ceilings and a lots of storage space.<br /><br />YOU NEED ONE BROKER TO FIND YOU THE RIGHT PLACE TO LIVE AND NOT TEN BROKERS TO FIND YOU A GOOD DEAL --FEE--NO FEE--LOW FEE--YOU CALL ME ---TIME = MONEY-- DON'T WASTE YOURS ---CALL OR EMAIL NOW AND I WILL HELP YOU GET WHAT YOU NEED ----TIMMY CELL: 197-350-2451 EMAIL: kagglemanager@renthop.com<br /><br /><p><a  website_redacted ",E 22 St.,"['Dining Room', 'Elevator', 'Pre-War', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space']",40.7401,6824154,-73.9887,2d94da7b0535231e6675cbf52a7e7453,"['https://photos.renthop.com/2/6824154_bcdb455093a0895a7faba1694bd300ae.jpg', 'https://photos.renthop.com/2/6824154_a5b406cbbcea198f9f5be317ad5a9a8a.jpg', 'https://photos.renthop.com/2/6824154_d94387a318d148648639c4c3597f706f.jpg', 'https://photos.renthop.com/2/6824154_e03ae42ce41ef51d2ed7ae0dc65d9c47.jpg']",6295,12 E 22 St.,high
1.0,2,c24c3fe898fcf801d631d4b018b8b760,2016-06-13 14:11:05,"Beautiful & spacious 2 bedroom apartment located in East Village. This apartment rocks hardwood floors, high-ceilings, and other modern updates that will please the eye. This is one HOT deal, CAN'T FIND A BETTER PRICE! call now to make an appointment before its gone! Call/text/e-mail Kevin Rahmanan 709-571-3846 or kagglemanager@renthop.com If this listing doesn't work out for you or just prefer something else, don't hesitate to call and ask for more listings. We have thousands of listings available that will meet your needs!",K.R. - ELEGANT 2 BEDROOM APARTMENT IN EAST VILLAGE! BEST PRICE!!!,[],40.7278,7155680,-73.9809,4bdc3d8c1aaa90d997ce2cb77680679b,"['https://photos.renthop.com/2/7155680_9e72894e2afc3daa374a042d83bd30cc.jpg', 'https://photos.renthop.com/2/7155680_342628299a1a586ef636aec5ae423dda.jpg', 'https://photos.renthop.com/2/7155680_e6f33a579f18be5f0241ef23bc14d166.jpg', 'https://photos.renthop.com/2/7155680_e2aeffe662277532ad0e5a0f931f931b.jpg', 'https://photos.renthop.com/2/7155680_02a230df08a90b3b7fb6c201bd3febc8.jpg', 'https://photos.renthop.com/2/7155680_ec3665ecd578706bcfcea866da47cbd7.jpg']",2990,520 E 11th Street,medium
1.0,2,f52afaacbd044cb08a8b1022d7ef9322,2016-05-24 03:19:03,"1 stop to manhattan! No Fee!  This amazing neighborhood, just minutes away from midtown, go back home to to a relaxing place after a busy day at work! Freshly Renovated 2BR/1BA,  hardwood floors, Granite Kitchen with Stainless steel appliances including microwave and dishwasher, White tiled bathrooms and gorgeous views of manhattan!  sourounded with shops, supermarket and farmers market on the weekend! short walk to Costco.  Building has laundry on site and elevator, full-time maintenance staff and a courtyard.Must See! Won't last long! NO FEE! Come see it today!Bari 448-178-6005.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Main St.,"['Dining Room', 'Elevator', 'Laundry in Building', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",40.7618,7059040,-73.9497,212d49682ce1ea3837814f10d346fd71,"['https://photos.renthop.com/2/7059040_b74a1c61bc2f0e2529b9046d9a8ccfa4.jpg', 'https://photos.renthop.com/2/7059040_a14c0d575647ac0c3e4b00253ce2f420.jpg', 'https://photos.renthop.com/2/7059040_9540c55e0ca28686a2081a2c9e4dcff6.jpg', 'https://photos.renthop.com/2/7059040_2a218dc97a40fb6cf1c238182f3198f0.jpg', 'https://photos.renthop.com/2/7059040_0d8e3afe72ee4e96708847bd9e48d2fe.jpg', 'https://photos.renthop.com/2/7059040_567139caaaa436d73659815eff99dc90.jpg', 'https://photos.renthop.com/2/7059040_d75e8b0b381c0983b95e4bfe8c6642e4.jpg', 'https://photos.renthop.com/2/7059040_a5c81b05b845116de308791f7cc47f90.jpg']",2995,546 Main St.,medium
1.0,2,e1ea9c8c46863099ec6af3a6a0641dfc,2016-06-15 05:07:47,BEST DEAL IN CENTRAL PARK NORTH<br>2BR/1BA Spacious apartment for rent! <br><br>Call Matthew Terbancea for a showing (762-827-6439 for a same day showing<br><br>Well lit - 700 square feet with high ceilings and huge windows -- the sunny top floor of the building!<br><br>This is a great living space combining the best of location and practicality when it comes to NYC 2 Bedrooms <br><br>* Location: Frederick Douglas Blvd and 112th<br><br>* 10 Min walk to Columbia Campus!<br><br>* Right next to Morningside Park and Saint John Church. Close to shopping on 125th St. and entertainment of the Apollo Theater<br><br>* 2 queen sized bedrooms<br><br>* 1 full bath<br><br>* Loft-style kitchen/living area<br><br>* Professional gas range<br><br>* Each bedroom has a walk-in closet (1 bedroom boasts 2 large walk-in closets)<br><br>* 3 min walk from 2/3 express train; 5 minute walk to to Metro North; 5 minute walk to 4/5/6 and A/C/E/F<br><br>* 5 stops from exciting Times Square<br><br>* 15 minute taxi ride to the closest airport<br><br>* Located in a up and coming neighborhood <br><br>* Whole Foods due to open soon a few blocks away.<br><br>Pets allowed case-by-case (some restrictions),2076 Frederick Douglass Boulevard,"['Cats Allowed', 'Dogs Allowed', 'Exclusive']",40.802,7163742,-73.9567,10da7ad2e7c6ea4c93dc84cebf800934,"['https://photos.renthop.com/2/7163742_bfd36cdc13003dbcc11375198c1e3bd1.jpg', 'https://photos.renthop.com/2/7163742_cd17bea7b49a00ac41b41b74f5c4aae4.jpg', 'https://photos.renthop.com/2/7163742_3646f8699c3745961a671b9ab2465848.jpg', 'https://photos.renthop.com/2/7163742_391a820b57514d0c1fc05d4997525952.jpg', 'https://photos.renthop.com/2/7163742_5857653cc27b4125a1e36d69bf5c81f6.jpg', 'https://photos.renthop.com/2/7163742_8eaddbaf89150ac66daa811a0bfc3512.jpg', 'https://photos.renthop.com/2/7163742_db68759c4a5ff3182da247464b59e338.jpg', 'https://photos.renthop.com/2/7163742_1da3ff6e641127fb2df2c17a7b441105.jpg', 'https://photos.renthop.com/2/7163742_7f6716ff207bdd5b9ba6738b49a90dd4.jpg', 'https://photos.renthop.com/2/7163742_cc78a1c0fd363cfb915977c87b917de2.jpg', 'https://photos.renthop.com/2/7163742_d5b25f9ae9abd85b11249c6e60356b04.jpg', 'https://photos.renthop.com/2/7163742_0bace5660eb888a82de96a24379a8be9.jpg']",2095,2076 Frederick Douglass Boulevard,low
1.0,2,ee2b22249e9c30254a6452656331b247,2016-06-21 13:00:22,"Beautifully renovated 2BR with a windowed eat-in kitchen, S/S appliances & dishwasher. GREAT natural light from North and East exposures, high ceilings and hard wood floors. Great share! CALL ME TODAY TO VIEW ASAP! @ 315-495-3113",TO DIE FOR! East 20th St ,"['Cats Allowed', 'Dogs Allowed']",40.7353,7195963,-73.9806,1f83758a257b3ded8e8cce14b14bf533,"['https://photos.renthop.com/2/7195963_c69cbd10a8a6bd86a420de6ca628a10c.jpg', 'https://photos.renthop.com/2/7195963_e1328e6eafdbd388fa133b724405b0a3.jpg', 'https://photos.renthop.com/2/7195963_924d1eafd35a82acfed6801645cf8412.jpg', 'https://photos.renthop.com/2/7195963_57f05de1df796243c1a10681631ceb77.jpg', 'https://photos.renthop.com/2/7195963_f069662e57197ede571de3abb407b503.jpg']",3395,346 East 20th St ,low
1.0,2,c5ea62fb8f3a210e4babb8c42bcd3a3b,2016-04-26 04:59:02,,East 5th Street,"['Cats Allowed', 'Dogs Allowed', 'Exclusive']",40.7261,6926292,-73.987,d1762ef0af965cfb5946ba0e209cc1c5,[],4295,343 East 5th Street,low
1.0,2,0,2016-06-03 04:57:21,,Fifth Avenue,"['Elevator', 'Cats Allowed', 'Dogs Allowed', 'Exclusive']",40.7326,7103961,-73.9965,62826f3ae01f2ddc93b9cd28c659ab2b,[],4995,12 Fifth Avenue,low
1.0,1,a199f90578ea513ffd04d49504d13121,2016-04-27 02:17:56,"Serene and Charming -lovingly 1 bedroom with light, bright and oh so very comfortable. This apartment really feels like home! One of the best tree lined blocks on the UWS - 1 1/2 blocks from Central Park - and 1/2 block from all transportation. Pre war beautifully maintained building with virtual security. Master bedroom with en suite bath has ample closets. Living room with deluxe sofa bed (Lazboy queen size aero bed that folds out) - Renovated kitchen includes dishes, flatware, glasses, pots, pans and utensils. A gym and laundry room round out the amenities Not exactly what you're looking for? Feel free to send me your search criteria today! I specialize in all aspects of real estate. Call, Text or E-mail to view today!<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Richard Myrlak for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",West 71st Street,"['Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",40.7772,6929318,-73.9808,9bd3512f08976867badf5e35943ebabf,"['https://photos.renthop.com/2/6929318_a7d394d27c7f694f52119d1b16f827e7.jpg', 'https://photos.renthop.com/2/6929318_e5b72e035b3a2c7558c4836058cda9cc.jpg', 'https://photos.renthop.com/2/6929318_4498e5bfaf160ceaa71816a38151febd.jpg']",2800,140 West 71st Street,medium
1.0,1,4e8232f48e9c8e2847a3c3b9b0609e80,2016-04-30 06:07:42,"The building is located in a very quite block, nearby Madison Square Park and couple other small parks, multiple supermarkets in 2-3 block radios and countless number of bars and restaurants you would want to try out! The location is very convenient to NYU and Baruch College. This is a charming prewar walk-up building, and the unit itself is only one flight up of stairs. Current furniture you see in the pictures can be sold upon request (for prices ask tenant). Amazing price for a real one bedroom in this location.Showings are daily after 6:00 PM by request. Don't wait, contact today!<br /><br />To view feel free to call email Paul (738-658-9346 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",East 26th Street,"['Dining Room', 'Elevator', 'Loft', 'Hardwood Floors']",40.7399,6948258,-73.9804,c224f0c13e8bb14e79409501911fce73,"['https://photos.renthop.com/2/6948258_1767f5439d58bde7cd38b4a2f1476181.jpg', 'https://photos.renthop.com/2/6948258_d2e5b6c317f779aab2c907f2d28e7f71.jpg', 'https://photos.renthop.com/2/6948258_64d8473cf94ab7db2570dc612b91c5f4.jpg', 'https://photos.renthop.com/2/6948258_7379be3565f5ecd49ad7b0d9854b278f.jpg', 'https://photos.renthop.com/2/6948258_b48065f7ac5f3750b8ef3eb877ab773e.jpg']",2300,230 East 26th Street,medium
1.0,1,eb4a89fa59ccddd7ff88fa63d2848291,2016-06-21 06:20:46,Huge ceilingsCustom Italian doorsWasher and dryer in each unitGenerous closet space with walk in closetPoliform cabinetry with glass upper frontsMiele dishwashersStainless steel Bosch appliancesLiebherr refrigerator/freezersBuilt-in Bosch microwavesEngineered stone countertops withglass backsplashesBianco Lasa marble floorsGlass wall tilesGlass cabinets with oversized mirroredmedicine cabinetsFull-size soaking bathtubsKohler porcelain undermount sinksWaterworks fixturesResidents Lounge Childrens Play Room Golf Simulator Fitness Center Concierge Services Rooftop Lounge<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,Broad Street,"['Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Pre-War', 'Terrace', 'Laundry in Building', 'Laundry in Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space']",40.7061,7193032,-74.0111,725a917d89e6202e11bc6fb0a575b2a9,"['https://photos.renthop.com/2/7193032_1625fcbcf41099d6477617bf9fd0ad73.jpg', 'https://photos.renthop.com/2/7193032_a45db07d77a4c5259b0e73758cee1c53.jpg', 'https://photos.renthop.com/2/7193032_8dc6cdde8ee60a492c63c3d4d5220c10.jpg', 'https://photos.renthop.com/2/7193032_d968212fb65c3a1d7921998a3770e996.jpg', 'https://photos.renthop.com/2/7193032_c368ccb9dc09a03dc0a09eb17ba8d364.jpg', 'https://photos.renthop.com/2/7193032_f0e45f304e720e180f42bcfff31c72c0.jpg', 'https://photos.renthop.com/2/7193032_7c2a68840de7e0c02ea4d8d2ad90af88.jpg', 'https://photos.renthop.com/2/7193032_dff71770b13dd5edc1c520f06de2cd7b.jpg', 'https://photos.renthop.com/2/7193032_af1a707047a7d60cc2fbfadc961403be.jpg']",3765,25 Broad Street,low
2.0,2,39e0fd76dd41985daf2ef025357827ae,2016-05-11 07:07:46,"Amazing ultra modern design 2 bedroom flex 3 in eclectic Midtown East!The apartment features a Washer and Dryer, Manhattan open views, 2 full bathrooms, open kitchen, floor to ceiling window, built in Surround Sound in every room.<br /><br />//BUILDING AMENITIES: Doorman, Elevator, Health Club, Garage, New Construction, Laundry, Bicycle Room, Storage, Lounge, Valet, Roof Deck, WiFi, Common Outdoor Space, no amenities fees.<br /><br />To schedule a private viewing feel free to contact Mara anytime at Mob. (331-917-0982 kagglemanager@renthop.com <br /><br /><p><a  website_redacted ",West 37th Street,"['Roof Deck', 'Doorman', 'Elevator', 'Laundry in Building', 'Laundry in Unit', 'High Speed Internet', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",40.7548,6997295,-73.9944,58dc2727cd3c4e966e38d97c25a42837,"['https://photos.renthop.com/2/6997295_033cfae3d9b48c2478b37e89d1e932bc.jpg', 'https://photos.renthop.com/2/6997295_8ef336a0df201320a0a51f049d11ad15.jpg', 'https://photos.renthop.com/2/6997295_21f7bd2b17308849d67aef894f876a4e.jpg']",5100,350 West 37th Street,low
1.0,2,b9f21f698d610360e8f2cec904178ee0,2016-05-19 04:07:35,"        Apartment Features<br /><br />Cable TV/Internet Hookup<br />Dishwasher<br />Flat Screen Television in unit<br />Gas Stove<br />Refrigerator<br />Stainless Steel Appliances<br />Washer/Dryer in unit<br />Description<br /><br />Gut renovated!<br /><br />Brand NEW unit to feature washer/dryer, stove, fridge, and flat screen tv mounted on the wall in the common area.<br /><br />Common areas feature white marble floors while bedrooms feature hardwood floors.",West 109th Street,[],40.8034,7037893,-73.9662,fc81b75568d3655a922523cb0d77ea5b,"['https://photos.renthop.com/2/7037893_79ceb4f2f2a9b972168ff5ab3c49baa3.jpg', 'https://photos.renthop.com/2/7037893_1de858a75ba31d27ac2494b33bde2a8e.jpg', 'https://photos.renthop.com/2/7037893_043517bc06878c8512ce45c9d6d29826.jpg', 'https://photos.renthop.com/2/7037893_862baa7b17a37d0dff6d592bb816eea1.jpg', 'https://photos.renthop.com/2/7037893_9758521fb35e3357cf103038b1648977.jpg']",3350,247 West 109th Street,low
1.0,0,086b85fec0ce4bf49da7ccea38c85415,2016-06-02 02:32:00,"Beautiful  Stu in one of Manhattan's most historic and vibrant neighborhood's.Elegant DM building w concierge & valet srvcs.Renovated Chef's kitchen w stainless steel appliance's.Sun deck & fitness rm.Amazing neighborhood offering many great restaurants, cafe's, market's, local businesses & green space's to enjoy.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",Wall Street,"['Roof Deck', 'Doorman', 'Elevator', 'Loft', 'High Speed Internet', 'Dishwasher', 'Cats Allowed']",40.7058,7096052,-74.0086,1fa71e550ce840ac36a02523428525e3,"['https://photos.renthop.com/2/7096052_7e4afd379377b33dce41f3c7e283695f.jpg', 'https://photos.renthop.com/2/7096052_1a95ff257baa72802734b6b4e2ebb40a.jpg', 'https://photos.renthop.com/2/7096052_e26516be2354c4b1f218915164b19f95.jpg', 'https://photos.renthop.com/2/7096052_9dfc21a0b4cf9b13a306353c62e2dbdd.jpg', 'https://photos.renthop.com/2/7096052_25e5103580843b49edefb8cacefa992a.jpg', 'https://photos.renthop.com/2/7096052_34c7dbc49aee454cddb84fc34d594812.jpg', 'https://photos.renthop.com/2/7096052_ead7a9f89f0c0448496188040b50a0d2.jpg']",3625,63 Wall Street,low
2.0,2,ea06bba9aea33beeb171c0348c6f81ca,2016-06-16 02:29:04,"Large Upper FloorLuxury 2 Bedroom2 Bath Apartment with Huge Private Terrace! Over 1,000 sq. ft. with amazing natural light throughout! This apartmentfeatures walk-in closet, stainless steel appliances including dishwasher, granite countertops, hardwood floors, high ceilings, large windows, and video intercom. The modern 24 hour doorman building has a residents courtyard, roof deck, elevator, laundry facility, bicycle storage, storage lockers, and indoor parking available. Steps from Central Park and Morningside Park. A/B/C/D/2/3 subway. Rent includes heat, hot water, and cooking gas. This large private terrace is a must see!<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Boris Kerzhner for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",Manhattan Avenue,"['Doorman', 'Elevator', 'Terrace', 'Dishwasher', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",40.8066,7167275,-73.9555,f8dd54a9b5fb3f3ee530ca84a2f51de3,"['https://photos.renthop.com/2/7167275_34072ced5438e96d8cb0c27c7f3aadd7.jpg', 'https://photos.renthop.com/2/7167275_8b7dd3dea7edd03380770bd478be4977.jpg', 'https://photos.renthop.com/2/7167275_4f938ebbd7e787447bc887bdaaa56074.jpg', 'https://photos.renthop.com/2/7167275_cc26e9a4180c5891c715840d34c5c379.jpg', 'https://photos.renthop.com/2/7167275_ef89345fa44caa40de12a9c60f736bbe.jpg']",4295,444 Manhattan Avenue,low
